"index","beta_0.1","beta_0.2","beta_0.3","beta_0.4","beta_0.5","beta_0.6","income_t.1","income_t.2","income_t.3","income_t.4","income_t.5","income_t.6","price","Y"
1228,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.75,5
1229,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.29,1
1229,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.5,1
1229,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,1
1229,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.33,1
1229,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.33,1
1229,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.72,1
1230,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.29,3
1230,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.55,3
1230,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,3
1230,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.29,3
1230,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.33,3
1230,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.69,3
1231,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.19,4
1231,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.58,4
1231,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,4
1231,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.29,4
1231,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.34,4
1231,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.69,4
1232,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.19,1
1232,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.47,1
1232,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,1
1232,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.29,1
1232,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.34,1
1232,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.69,1
1233,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.19,2
1233,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.67,2
1233,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,2
1233,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,2
1233,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.36,2
1233,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.93,2
1234,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.29,6
1234,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.67,6
1234,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,6
1234,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,6
1234,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,6
1234,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.93,6
1235,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,4
1235,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.61,4
1235,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,4
1235,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,4
1235,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.34,4
1235,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.75,4
1236,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,6
1236,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.58,6
1236,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,6
1236,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.29,6
1236,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,6
1236,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.69,6
1237,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.66,3
1237,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.67,3
1237,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,3
1237,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,3
1237,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.36,3
1237,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.93,3
1238,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.63,1
1238,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.67,1
1238,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,1
1238,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,1
1238,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.36,1
1238,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.93,1
1239,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,4
1239,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.67,4
1239,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,4
1239,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,4
1239,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.36,4
1239,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.93,4
1240,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,5
1240,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.5,5
1240,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,5
1240,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,5
1240,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.34,5
1240,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.93,5
1241,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,1
1241,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.5,1
1241,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,1
1241,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,1
1241,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.36,1
1241,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.76,1
1242,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,1
1242,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.61,1
1242,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,1
1242,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.49,1
1242,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,1
1242,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.75,1
1243,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.5,3
1243,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.58,3
1243,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,3
1243,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,3
1243,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,3
1243,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,3
1244,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,6
1244,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.45,6
1244,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,6
1244,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,6
1244,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,6
1244,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,6
1245,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,6
1245,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.45,6
1245,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,6
1245,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.25,6
1245,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.29,6
1245,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,6
1246,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,2
1246,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.58,2
1246,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,2
1246,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,2
1246,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,2
1246,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,2
1247,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.29,1
1247,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.51,1
1247,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,1
1247,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.29,1
1247,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,1
1247,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,1
1248,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,1
1248,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.5,1
1248,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,1
1248,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.29,1
1248,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.34,1
1248,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.69,1
1249,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0,0.19,4
1249,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0.67,4
1249,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0,1.09,4
1249,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0.57,4
1249,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0.36,4
1249,0,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0.93,4
1250,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0,0.66,2
1250,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0.67,2
1250,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0,1.09,2
1250,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0.57,2
1250,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0.36,2
1250,0,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0.93,2
1251,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0,0.63,2
1251,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0.67,2
1251,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0,1.09,2
1251,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0.57,2
1251,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0.33,2
1251,0,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0.93,2
1252,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0,0.29,3
1252,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0.67,3
1252,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0,1.09,3
1252,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0.57,3
1252,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0.35,3
1252,0,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0.93,3
1253,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0,0.63,1
1253,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0.67,1
1253,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0.99,1
1253,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0.57,1
1253,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0.36,1
1253,0,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0.87,1
1254,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0,0.29,4
1254,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0.5,4
1254,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0.95,4
1254,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0.57,4
1254,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0.36,4
1254,0,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0.69,4
1255,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0,0.62,6
1255,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0.5,6
1255,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0.99,6
1255,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0.3,6
1255,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0.36,6
1255,0,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0.75,6
1256,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0,0.62,2
1256,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0.5,2
1256,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0.99,2
1256,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0.57,2
1256,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0.33,2
1256,0,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0.75,2
1257,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0,0.62,2
1257,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0.61,2
1257,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0.99,2
1257,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0.45,2
1257,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0.33,2
1257,0,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0.75,2
1258,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0,0.58,6
1258,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0,0.58,6
1258,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0,0.99,6
1258,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0,0.25,6
1258,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0,0.33,6
1258,0,0,0,0,0,1,0,0,0,0,0,0.62028560475091,0.72,6
1259,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0,0.62,1
1259,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0.61,1
1259,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0.99,1
1259,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0.45,1
1259,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0.33,1
1259,0,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0.75,1
1260,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0,0.5,5
1260,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0.58,5
1260,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0.99,5
1260,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0.45,5
1260,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0.33,5
1260,0,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0.72,5
1261,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0,0.58,4
1261,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0.25,4
1261,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0.99,4
1261,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0.45,4
1261,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0.33,4
1261,0,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0.72,4
1262,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0,0.58,2
1262,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0.25,2
1262,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0.99,2
1262,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0.29,2
1262,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0.33,2
1262,0,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0.72,2
1263,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0,0.58,4
1263,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0.25,4
1263,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0.99,4
1263,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0.29,4
1263,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0.33,4
1263,0,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0.72,4
1264,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0,0.19,5
1264,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0.58,5
1264,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0.99,5
1264,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0.29,5
1264,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0.33,5
1264,0,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0.69,5
1265,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0,0.19,5
1265,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0,0.58,5
1265,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0,0.99,5
1265,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0,0.29,5
1265,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0,0.34,5
1265,0,0,0,0,0,1,0,0,0,0,0,-0.557694392589721,0.69,5
1266,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0,0.5,5
1266,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0.61,5
1266,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0.99,5
1266,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0.45,5
1266,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0.33,5
1266,0,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0.74,5
1267,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0,0.5,5
1267,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0.58,5
1267,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0.99,5
1267,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0.45,5
1267,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0.33,5
1267,0,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0.72,5
1268,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0,0.58,2
1268,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0.45,2
1268,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0.99,2
1268,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0.45,2
1268,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0.33,2
1268,0,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0.72,2
1269,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0,0.58,5
1269,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0.58,5
1269,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0.99,5
1269,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0.33,5
1269,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0.33,5
1269,0,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0.72,5
1270,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.62,1
1270,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.5,1
1270,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,1.09,1
1270,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.29,1
1270,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.38,1
1270,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.75,1
1271,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.62,6
1271,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.5,6
1271,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,6
1271,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.57,6
1271,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.33,6
1271,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.75,6
1272,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.62,6
1272,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.61,6
1272,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,6
1272,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.49,6
1272,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.34,6
1272,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.75,6
1273,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.62,6
1273,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.61,6
1273,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,6
1273,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.45,6
1273,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.34,6
1273,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.75,6
1274,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.62,2
1274,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.61,2
1274,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,2
1274,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.45,2
1274,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.33,2
1274,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.75,2
1275,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.5,3
1275,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.58,3
1275,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,3
1275,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.45,3
1275,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.33,3
1275,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.72,3
1276,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.58,5
1276,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.58,5
1276,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,5
1276,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.29,5
1276,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.34,5
1276,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.72,5
1277,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.58,2
1277,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.25,2
1277,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,2
1277,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.29,2
1277,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.34,2
1277,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.72,2
1278,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.29,1
1278,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.5,1
1278,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,1
1278,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.29,1
1278,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.34,1
1278,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.69,1
1279,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.19,2
1279,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.58,2
1279,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,2
1279,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.29,2
1279,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.33,2
1279,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.69,2
1280,1,0,0,0,0,0,0.3563768072193,0,0,0,0,0,0.63,1
1280,0,1,0,0,0,0,0,0.3563768072193,0,0,0,0,0.67,1
1280,0,0,1,0,0,0,0,0,0.3563768072193,0,0,0,1.08,1
1280,0,0,0,1,0,0,0,0,0,0.3563768072193,0,0,0.57,1
1280,0,0,0,0,1,0,0,0,0,0,0.3563768072193,0,0.53,1
1280,0,0,0,0,0,1,0,0,0,0,0,0.3563768072193,0.77,1
1281,1,0,0,0,0,0,0.3563768072193,0,0,0,0,0,0.63,1
1281,0,1,0,0,0,0,0,0.3563768072193,0,0,0,0,0.67,1
1281,0,0,1,0,0,0,0,0,0.3563768072193,0,0,0,1.05,1
1281,0,0,0,1,0,0,0,0,0,0.3563768072193,0,0,0.57,1
1281,0,0,0,0,1,0,0,0,0,0,0.3563768072193,0,0.53,1
1281,0,0,0,0,0,1,0,0,0,0,0,0.3563768072193,0.77,1
1282,1,0,0,0,0,0,0.3563768072193,0,0,0,0,0,0.25,2
1282,0,1,0,0,0,0,0,0.3563768072193,0,0,0,0,0.58,2
1282,0,0,1,0,0,0,0,0,0.3563768072193,0,0,0,0.99,2
1282,0,0,0,1,0,0,0,0,0,0.3563768072193,0,0,0.45,2
1282,0,0,0,0,1,0,0,0,0,0,0.3563768072193,0,0.33,2
1282,0,0,0,0,0,1,0,0,0,0,0,0.3563768072193,0.75,2
1283,1,0,0,0,0,0,0.3563768072193,0,0,0,0,0,0.5,3
1283,0,1,0,0,0,0,0,0.3563768072193,0,0,0,0,0.58,3
1283,0,0,1,0,0,0,0,0,0.3563768072193,0,0,0,0.99,3
1283,0,0,0,1,0,0,0,0,0,0.3563768072193,0,0,0.19,3
1283,0,0,0,0,1,0,0,0,0,0,0.3563768072193,0,0.33,3
1283,0,0,0,0,0,1,0,0,0,0,0,0.3563768072193,0.72,3
1284,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0,0.66,4
1284,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0.67,4
1284,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,1.09,4
1284,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0.57,4
1284,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0.36,4
1284,0,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0.93,4
1285,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0,0.29,6
1285,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0.67,6
1285,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,1.09,6
1285,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0.57,6
1285,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0.36,6
1285,0,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0.93,6
1286,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0,0.63,6
1286,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0.67,6
1286,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0.99,6
1286,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0.57,6
1286,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0,0.36,6
1286,0,0,0,0,0,1,0,0,0,0,0,-0.307388783126844,0.87,6
1287,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0,0.62,6
1287,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,0,0.29,6
1287,0,0,1,0,0,0,0,0,-0.307388783126844,0,0,0,1.09,6
